"Response ID","Date submitted","Last page","Start language","Seed","Date started","Date last action","What is your gender?","What is your gender? [Other]","What is your age?","What is your current main occupation?","What is your current main occupation? [Other]","Which field or industry do you primarily work or study in?","Do you work/study full-time or part-time? [Study]","Do you work/study full-time or part-time? [Work]","How many years of total work experience do you have in your current field or industry?","How long have you been in your current role/position? [Years]","How long have you been in your current role/position? [Months]","What is your position or hierarchy level within your academic field or industry?","What is your position or hierarchy level within your academic field or industry? [Other]","What is the typical size of the team you work in?","What is the typical size of the team you work in? [Other]","Please rate the extent to which your main occupation involves the following: [Making significant decisions that affect my team/department/organization.]","Please rate the extent to which your main occupation involves the following: [Managing budgets or having financial oversight.]","Please rate the extent to which your main occupation involves the following: [Supervising or leading other employees.]","Please rate the extent to which your main occupation involves the following: [Responsibility for key projects or deliverables.]","Please rate the extent to which your main occupation involves the following: [Autonomy in how I carry out my work.]","Please rate the extent to which your main occupation involves the following: [Accountability for meeting specific targets or outcomes.]","Disclaimer: “LLM definition: Large Language Models (LLMs), also referred to as Generative Language Models (GLMs), are AI systems capable of generating text based on a prompt. Examples include OpenAI's GPT-4/ChatGPT, Google's Gemini, Microsoft's Co-Pilot, Anthropic's Claude, or Meta's LLama.”","Please rate your ability regarding the following statements: [I can operate LLM applications in everyday life.]","Please rate your ability regarding the following statements: [I can use LLM applications to make my everyday life easier.]","Please rate your ability regarding the following statements: [I can use LLMs meaningfully to achieve my everyday goals.]","Please rate your ability regarding the following statements: [In everyday life, I can interact with LLMs in a way that makes my tasks easier.]","Please rate your ability regarding the following statements: [In everyday life, I can work together gainfully with an LLM.]","Please rate your ability regarding the following statements: [I can communicate gainfully with LLMs in everyday life.]","Please rate your ability regarding the following statements: [I know the most important concepts of the topic ""artificial intelligence"".]","Please rate your ability regarding the following statements: [I know definitions of artificial intelligence.]","Please rate your ability regarding the following statements: [I can assess what the limitations and opportunities of using an LLM are.]","Please rate your ability regarding the following statements: [I can assess what advantages and disadvantages the use of an LLM entails.]","Please rate your ability regarding the following statements: [I can think of new uses for LLMs.]","Please rate your ability regarding the following statements: [I can imagine possible future uses of LLMs.]","Please rate your ability regarding the following statements: [I can tell if I am dealing with an application based on LLMs. ]","Please rate your ability regarding the following statements: [I can distinguish devices that use LLMs from devices that do not.]","Please rate your ability regarding the following statements: [I can distinguish if I interact with an LLM or a real human.]","Disclaimer: “LLM definition: Large Language Models (LLMs), also referred to as Generative Language Models (GLMs), are AI systems capable of generating text based on a prompt. Examples include OpenAI's GPT-4/ChatGPT, Google's Gemini, Microsoft's Co-Pilot, Anthropic's Claude, or Meta's LLama.”","How often do you use generative AI tools (such as ChatGPT) at work? []","What do you use generative AI tools (such as ChatGPT and other large language models) for?","The tasks I solve using LLMs... [... include much variety.]","The tasks I solve using LLMs... [... mainly consist of solving complex problems.]","The tasks I solve using LLMs... [... hardly consist of routine work.]","The tasks I solve using LLMs... [... require the assessment of a large amount of information/alternatives.]","The tasks I solve using LLMs... [... consist of numerous different elements.]","The tasks I solve with colleagues... [... include much variety.]","The tasks I solve with colleagues... [... mainly consist of solving complex problems.]","The tasks I solve with colleagues... [... hardly consist of routine work.]","The tasks I solve with colleagues... [... require the assessment of a large amount of information/alternatives.]","The tasks I solve with colleagues... [... consist of numerous different elements.]","Disclaimer: “LLM definition: Large Language Models (LLMs), also referred to as Generative Language Models (GLMs), are AI systems capable of generating text based on a prompt. Examples include OpenAI's GPT-4/ChatGPT, Google's Gemini, Microsoft's Co-Pilot, Anthropic's Claude, or Meta's LLama.”","Please rate your agreement with the following statements: [I use my own ideas to solve tasks.]","Please rate your agreement with the following statements: [I closely inspect how LLMs solve tasks to improve my own solutions.]","Please rate your agreement with the following statements: [I consult LLMs when I am not sure about how well I solved a task myself.]","Please rate your agreement with the following statements: [I consult LLMs about which methods and tricks can be used for solving tasks.]","Please rate your agreement with the following statements: [Before starting with a new task, I think about how to solve it in the best way possible.]","Please rate your agreement with the following statements: [After finishing a task, I think about how to solve the next one more efficiently and more precisely.]","Please rate your agreement with the following statements: [While solving a task, I want to learn something from LLMs, so that I can use that knowledge to solve the following task better.]","Please rate your agreement with the following statements: [I want to learn something for myself, because I can then solve the following tasks faster.]","Please rate your agreement with the following statements: [I look at how others work in the company to improve my work.]","Please rate your agreement with the following statements: [I ask my colleagues when I am not sure how well I worked.]","Please rate your agreement with the following statements: [I ask my colleagues about the methods and tricks they use at work.]","Please rate your agreement with the following statements: [Before starting a new task, I think about how I can do my work best.]","Please rate your agreement with the following statements: [When I have finished a new task, I think about what I still could do better next time.]","Please rate your agreement with the following statements: [I want to learn something new at work for myself because then I can pursue my career at the company.]","Please rate your agreement with the following statements: [I want to learn something new for myself because then I can solve problems at work faster.]","Disclaimer: “LLM definition: Large Language Models (LLMs), also referred to as Generative Language Models (GLMs), are AI systems capable of generating text based on a prompt. Examples include OpenAI's GPT-4/ChatGPT, Google's Gemini, Microsoft's Co-Pilot, Anthropic's Claude, or Meta's LLama.”","Written contributions  Please indicate how often you engage in the following written knowledge-sharing activities with colleagues.  [I share documentation from personal files related to current work.]","Written contributions  Please indicate how often you engage in the following written knowledge-sharing activities with colleagues.  [I contribute ideas and thoughts to a company online database. ]","Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I express ideas and thoughts in organizational meetings.]","Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I engage in long-term coaching relationships with junior employees. ]","Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I spend time in personal conversation (e.g., discussion in hallway, over lunch, through call) with others to help them with their work-related problems. ]","Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I keep others updated with important organizational information through personal conversation. ]","Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I share passion and excitement on some specific subjects with others through personal conversation.]","Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I share experiences that may help others avoid risks and trouble through personal conversation.]","Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I have online chats with others to help them with their work-related problems.]","Organizational communications Please indicate how often you engage in the following organizational communication practices with colleagues. [I spend time in e-mail communication with others to help them with their work-related problems.]","Community exchange  *Community: an informal network of people within or across organizations who voluntarily share common practice, expertise, and interests on specific topics. It is neither an organizational unit nor a team.  Please indicate how often you participate in the following activities within a professional community (as defined above).  [I meet with community* members to create innovative solutions for problems that occur in work.]","Community exchange  *Community: an informal network of people within or across organizations who voluntarily share common practice, expertise, and interests on specific topics. It is neither an organizational unit nor a team.  Please indicate how often you participate in the following activities within a professional community (as defined above).  [I meet with community members to share own experience and practice on specific topics with common interests.]","Community exchange  *Community: an informal network of people within or across organizations who voluntarily share common practice, expertise, and interests on specific topics. It is neither an organizational unit nor a team.  Please indicate how often you participate in the following activities within a professional community (as defined above).  [I meet with community members to share success and failure stories on specific topics with common interests.]","Community exchange  *Community: an informal network of people within or across organizations who voluntarily share common practice, expertise, and interests on specific topics. It is neither an organizational unit nor a team.  Please indicate how often you participate in the following activities within a professional community (as defined above).  [I meet with community members to work to encourage excellence in community’s practice.]","Community exchange  *Community: an informal network of people within or across organizations who voluntarily share common practice, expertise, and interests on specific topics. It is neither an organizational unit nor a team.  Please indicate how often you participate in the following activities within a professional community (as defined above).  [I support personal development of new community members.]","Community exchange  *Community: an informal network of people within or across organizations who voluntarily share common practice, expertise, and interests on specific topics. It is neither an organizational unit nor a team.  Please indicate how often you participate in the following activities within a professional community (as defined above).  [I send related information to members through community e-mail list.]","Community exchange  *Community: an informal network of people within or across organizations who voluntarily share common practice, expertise, and interests on specific topics. It is neither an organizational unit nor a team.  Please indicate how often you participate in the following activities within a professional community (as defined above).  [I share ideas and thoughts on specific topics through company supported online community-of-practice system.]","Disclaimer: “LLM definition: Large Language Models (LLMs), also referred to as Generative Language Models (GLMs), are AI systems capable of generating text based on a prompt. Examples include OpenAI's GPT-4/ChatGPT, Google's Gemini, Microsoft's Co-Pilot, Anthropic's Claude, or Meta's LLama.”","To what extent do you agree or disagree with the following statements? [Learning to use LLMs is easy for me. ]","To what extent do you agree or disagree with the following statements? [I find it easy to get LLMs to do what I want it to do.]","To what extent do you agree or disagree with the following statements? [My interaction with LLMs is clear and understandable.]","To what extent do you agree or disagree with the following statements? [I find LLMs to be clear and understandable.]","To what extent do you agree or disagree with the following statements? [It is easy for me to become skillful at using LLMs.]","To what extent do you agree or disagree with the following statements? [I find LLMs easy to use.]","Disclaimer: “LLM definition: Large Language Models (LLMs), also referred to as Generative Language Models (GLMs), are AI systems capable of generating text based on a prompt. Examples include OpenAI's GPT-4/ChatGPT, Google's Gemini, Microsoft's Co-Pilot, Anthropic's Claude, or Meta's LLama.”","To what extent do you agree or disagree with the following statements? [Using LLMs in my job enables me to accomplish tasks more quickly.]","To what extent do you agree or disagree with the following statements? [Using LLMs improves my job performance.]","To what extent do you agree or disagree with the following statements? [Using LLMs in my job increases my productivity.]","To what extent do you agree or disagree with the following statements? [Using LLMs enhance my effectiveness on the job.]","To what extent do you agree or disagree with the following statements? [Using LLMs makes it easier to do my job.]","To what extent do you agree or disagree with the following statements? [I find LLMs useful in my job.]","To what extent do you agree or disagree with the following statements? [I trust the information generated by LLMs in my job.]","Disclaimer: “LLM definition: Large Language Models (LLMs), also referred to as Generative Language Models (GLMs), are AI systems capable of generating text based on a prompt. Examples include OpenAI's GPT-4/ChatGPT, Google's Gemini, Microsoft's Co-Pilot, Anthropic's Claude, or Meta's LLama.”","What’s the most impressive or useful example of LLMs in your environment that comes to your mind?","What’s the most concerning example of LLMs in your environment that comes to your mind?","You've reached the last question. We value your opinion on the survey itself. If you have any comments or suggestions, please share them below.  Do you have any feedback that can be implemented in future surveys? ","Total time","Group time: Demographics","Question time: DemQ01","Question time: DemQ02","Question time: DemQ03","Question time: DemQ04","Question time: DemQ07","Question time: G01Q31","Question time: DemG055","Question time: DemQ05","Question time: DemQ06","Question time: DemQ51","Group time: AI Literacy","Question time: G03Disclaimer","Question time: LitQ01","Group time: AI Usage in the Workplace","Question time: G04Disclaimer","Question time: UseQ01","Question time: UseQ02","Group time: Task Complexity","Question time: GTCQ01","Question time: GTCQ02","Group time: Learning and Problem-Solving at Work","Question time: G05Disclaimer","Question time: ILQ01","Group time: How often do you engage in the following activities?","Question time: G06Disclaimer","Question time: WrittQ01","Question time: OrgQ01","Question time: CommQ01","Group time: Working with LLMs","Question time: G07Disclaimer","Question time: PEUQ01","Group time: Effects of Using LLMs at Work","Question time: G08Disclaimer","Question time: PUQ01","Group time: Further Thoughts on LLMs","Question time: G09Disclaimer","Question time: OpenQ01","Question time: OpenQ02","Group time: Feedback (Optional)","Question time: G10Q28"
"16","2025-05-04 14:19:32","10","en","1724255979","2025-05-04 14:04:29","2025-05-04 14:19:32","Male","","26","Employee","","IT-Consulting","Full-time","Full-time","3","0","4","Entry-level","","2-5","","2","3","2","4","5 - A great extent","4","","5","4","4","5","5","4","5","5","5","5","5","5","4","4","4","","Multiple times a week","Software development, automation of repetitive tasks involving text","5","1 - strongly disagree","2","4","5","7 - strongly agree","7 - strongly agree","6","4","7 - strongly agree","","4","6 - fully agree","4","4","4","5","5","6 - fully agree","5","5","5","5","5","5","5","","often","often","often","often","often","rarely","often","often","often","sometimes","rarely","sometimes","sometimes","never","often","never","sometimes","","6","4 - neither","4 - neither","3","5","4 - neither","","6","5","6","6","5","5","2","","Softening the initial learning curve when having to work with unfamiliar (but overall well-established) technologies and programming languages.","Low-quality ""AI slop"" code and documentation","","905.79","98.86","","","","","","","","","","","76.72","","","96.43","","","","39.34","","","86.83","","","110.17","","","","","24.21","","","27.44","","","334.56","","","","11.23",""
"17","2025-05-04 19:04:12","10","en","1512355718","2025-05-04 18:54:38","2025-05-04 19:04:12","Male","","30","Student","","IT","Full-time","Half-time","1","0","7","Entry-level","","2-5","","1 - Not at all","1 - Not at all","1 - Not at all","1 - Not at all","4","3","","5","5","2","3","4","4","4","6 - perfect ability","5","5","4","4","5","5","6 - perfect ability","","Multiple times a day","Coding assistance","6","6","6","3","3","6","6","6","3","3","","5","5","5","5","6 - fully agree","4","6 - fully agree","6 - fully agree","6 - fully agree","6 - fully agree","4","6 - fully agree","6 - fully agree","6 - fully agree","6 - fully agree","","sometimes","sometimes","sometimes","never","sometimes","sometimes","sometimes","sometimes","sometimes","sometimes","never","never","never","never","never","never","never","","7 - extremely agree","4 - neither","5","5","7 - extremely agree","5","","7 - extremely agree","7 - extremely agree","7 - extremely agree","7 - extremely agree","7 - extremely agree","7 - extremely agree","4 - neither","","Image generation has become really good. Other than that, Github Copilot is really helpful for routine tasks such as code refactoring, adjusting several functions at once etc.","Using it just to copy paste code without trying to learn something is concerning. LLMs should always be used as a tool not only to achieve results faster, but also to improve your own skills.","","577.62","81.35","","","","","","","","","","","78.49","","","31.07","","","","30.17","","","52.89","","","69.06","","","","","27.3","","","22.8","","","178.71","","","","5.78",""
"18","2025-05-04 21:20:54","10","en","1070056764","2025-05-04 21:03:46","2025-05-04 21:20:54","Male","","29","Student","","Finance ","Full-time","Half-time","5","5","6","Entry-level","","6-10","","3","5 - A great extent","2","3","4","5 - A great extent","","5","5","5","4","4","4","5","6 - perfect ability","3","4","4","3","4","3","5","","Multiple times a week","Studies ","5","5","5","5","5","6","6","4","6","6","","5","3","3","3","6 - fully agree","5","2","5","5","6 - fully agree","6 - fully agree","5","5","5","5","","sometimes","sometimes","often","often","often","often","often","often","sometimes","sometimes","rarely","rarely","rarely","rarely","rarely","rarely","rarely","","5","6","6","6","5","5","","6","3","3","3","3","2","2","","Collect research data ","Prove of evidence","No, it was understandable. ","1031.97","165.48","","","","","","","","","","","326.31","","","23.84","","","","61.83","","","147.27","","","165.93","","","","","42.29","","","41.3","","","33.43","","","","24.29",""
"19","2025-05-05 20:19:06","10","en","1467253109","2025-05-05 20:01:03","2025-05-05 20:19:06","Male","","28","Employee","","Energy Systems Engineering","No","Full-time","7","1","5","Mid-level","","6-10","","4","4","2","4","5 - A great extent","4","","5","5","4","4","4","4","4","4","4","4","5","5","4","4","5","","Multiple times a week","Advanced web research for engineering knowledge; verify unit conversions; MS Office Know-how (e.g. Excel formulas, advanced user knowledge for MS office programs); Basic programming (e.g. Powershell, Python) ","5","4","5","4","4","6","5","5","6","6","","5","6 - fully agree","4","5","5","5","6 - fully agree","6 - fully agree","6 - fully agree","6 - fully agree","6 - fully agree","6 - fully agree","6 - fully agree","6 - fully agree","6 - fully agree","","often","often","always","often","often","always","often","always","often","often","often","sometimes","sometimes","sometimes","sometimes","sometimes","sometimes","","5","5","5","6","5","5","","5","5","5","5","5","5","4 - neither","","As a non software engineer: Programming. 
You can create functional code for simple programs in new languages within a fraction of the time it would take without LLMs. ","Trusting LLMs too much. I've seen colleagues using technical values calculated by LLMs which where magnitudes off the actual value because wrong engineering equations where beeing used or the right equations where used incorrectly or with false assumptions. ","Some questions seem very similar / indifferent. Maybe less questions or questions where the motivation is more clear are better. ","1084.79","103.02","","","","","","","","","","","58.05","","","281.11","","","","44.79","","","62.53","","","136.96","","","","","26.22","","","24.11","","","256.53","","","","91.47",""
"20","2025-05-05 23:37:43","10","en","1543450556","2025-05-05 20:54:39","2025-05-05 23:37:43","Male","","25","Employee","","IT-Governance / Consulting","Half-time","Half-time","3","3","1","Entry-level","","2-5","","2","1 - Not at all","2","3","4","5 - A great extent","","6 - perfect ability","6 - perfect ability","4","5","4","4","6 - perfect ability","5","5","6 - perfect ability","6 - perfect ability","5","3","3","3","","Every time I need help","Coding, Q&A","5","5","5","5","4","4","5","5","4","4","","5","4","5","5","5","3","5","4","4","2","2","4","3","5","5","","sometimes","never","sometimes","rarely","often","sometimes","often","sometimes","often","rarely","rarely","rarely","rarely","sometimes","rarely","never","rarely","","6","5","5","6","6","6","","7 - extremely agree","7 - extremely agree","7 - extremely agree","6","6","7 - extremely agree","5","","Automated Textual Analysis / Supported Strategic Decision Making","","","1169.25","164.63","","","","","","","","","","","344.23","","","31.91","","","","68.31","","","141.45","","","193.52","","","","","63.53","","","40.95","","","115.9","","","","4.82",""
"21","2025-05-05 22:59:22","10","en","741938233","2025-05-05 22:45:11","2025-05-05 22:59:22","Female","","28","Employee","","IT","Half-time","Full-time","5","1","0","Mid-level","","6-10","","3","2","3","5 - A great extent","4","4","","3","4","2","3","2","2","3","5","5","5","3","5","2","2","4","","Multiple times a week","","2","1 - strongly disagree","3","4","4","7 - strongly agree","7 - strongly agree","2","2","2","","5","4","4","2","5","5","2","2","6 - fully agree","6 - fully agree","6 - fully agree","4","6 - fully agree","6 - fully agree","5","","always","always","always","sometimes","often","always","sometimes","often","often","rarely","rarely","rarely","rarely","rarely","rarely","rarely","rarely","","5","5","5","5","5","5","","5","3","3","3","2","5","2","","Summarizing, write communication in different styles e.g as post, stakeholder information, management update ","No sources ","","854.09","298.71","","","","","","","","","","","96.72","","","19.44","","","","58.46","","","103.98","","","81.1","","","","","26.93","","","111.27","","","49.7","","","","7.78",""
"22","","5","en","1294319877","2025-05-06 15:00:25","2025-05-06 15:06:39","Female","","24","Student","","IT Management ","Half-time","Half-time","3","1","4","Entry-level","","6-10","","1 - Not at all","1 - Not at all","1 - Not at all","1 - Not at all","5 - A great extent","3","","6 - perfect ability","5","6 - perfect ability","6 - perfect ability","6 - perfect ability","6 - perfect ability","6 - perfect ability","6 - perfect ability","6 - perfect ability","6 - perfect ability","4","4","6 - perfect ability","6 - perfect ability","5","","Every day","ChatGPT, ChatPwC, Copilot ","5","4","6","5","5","5","4","5","5","5","","4","6 - fully agree","6 - fully agree","6 - fully agree","6 - fully agree","3","4","4","5","6 - fully agree","6 - fully agree","6 - fully agree","4","6 - fully agree","6 - fully agree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","374.34","128.4","","","","","","","","","","","81.62","","","28.11","","","","45.95","","","90.26","","","","","","","","","","","","","","","","","","",""
"23","2025-05-07 09:56:52","10","en","638818344","2025-05-07 09:40:19","2025-05-07 09:56:52","Female","","26","Employee","","Procurement","No","Half-time","0","0","0","Entry-level","","2-5","","3","2","1 - Not at all","3","3","3","","4","5","5","5","4","5","3","2","5","4","3","4","3","2","4","","Multiple times a day","I use it to optimize my written communication,  for „brainstorming“, for explanation of new topics and how to handle them in an order that’s making sense.  ","4","3","3","2","3","5","4","5","5","5","","4","5","6 - fully agree","5","4","5","6 - fully agree","6 - fully agree","5","4","3","4","4","6 - fully agree","6 - fully agree","","sometimes","often","sometimes","never","sometimes","often","often","sometimes","often","sometimes","often","often","often","often","never","never","never","","6","6","6","6","5","5","","6","6","6","6","6","6","4 - neither","","When I’m new to a project I like to use LLMs to get a first idea of important aspects that need to be considered.","I have no real example, but I’m aware not to take sensible information serious without deeper research. ","It’s a very interesting research field and I wish you all the best with your survey. ","997.4","101.05","","","","","","","","","","","87.42","","","165.73","","","","104.74","","","113.61","","","166.36","","","","","48.81","","","24.72","","","157.93","","","","27.03",""
"24","","","en","2090187387","2025-05-07 20:58:31","2025-05-07 20:58:31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26","2025-05-08 11:27:02","10","en","281614417","2025-05-08 11:14:19","2025-05-08 11:27:02","Male","","25","Student","","Study robotics and AI and work, SAP Analyst","Full-time","Half-time","3.5","2","5","Entry-level","","6-10","","1 - Not at all","1 - Not at all","1 - Not at all","2","5 - A great extent","4","","6 - perfect ability","6 - perfect ability","6 - perfect ability","5","5","6 - perfect ability","6 - perfect ability","6 - perfect ability","6 - perfect ability","6 - perfect ability","5","5","4","4","5","","Multiple times a day","Asking the GPT for information about a certain topic in school or work so it can give me a good layout of what I need to research. Help with paraphrasing emails, paragraphs in papers and such. And also talk about personal matters or if I need help and information is not easily available ","7 - strongly agree","5","3","2","4","7 - strongly agree","7 - strongly agree","5","6","6","","6 - fully agree","6 - fully agree","6 - fully agree","5","6 - fully agree","5","6 - fully agree","6 - fully agree","5","5","6 - fully agree","6 - fully agree","4","3","5","","rarely","never","rarely","sometimes","never","rarely","sometimes","often","sometimes","rarely","rarely","rarely","never","rarely","often","never","never","","7 - extremely agree","6","7 - extremely agree","6","7 - extremely agree","7 - extremely agree","","7 - extremely agree","7 - extremely agree","7 - extremely agree","7 - extremely agree","7 - extremely agree","7 - extremely agree","4 - neither","","How sometimes the solution I come up with is missing important aspects that could break the pipeline, but consulting with an LLM beforehand has helped me take cases I did not think of in mind.","When the memory of the LLM gets too full and it starts confusing data that is important with useless information and I almost broke a system because I did not pay close attention to the output generated by the LLM
","Some questions can be left to interpretation as in for my case of entry-level, fully remote job I don't take administrative decisions or propose them or spend a lot of time in contact with my team so it should allow the participant to also consider the case of working with student colleagues in projects or assignments.  ","766.45","126.6","","","","","","","","","","","56.5","","","100.17","","","","32.74","","","69.74","","","94","","","","","19.85","","","15.22","","","133.09","","","","118.54",""
"27","2025-05-08 18:29:58","10","en","46589500","2025-05-08 17:54:15","2025-05-08 18:29:58","Male","","27","Student","","Business Administration ","Full-time","Half-time","2","1","1","Entry-level","","6-10","","1 - Not at all","1 - Not at all","1 - Not at all","1 - Not at all","3","3","","4","4","5","5","5","6 - perfect ability","2","3","4","5","4","3","4","3","5","","Every day","As an helpful assistant ","5","2","6","2","3","6","7 - strongly agree","1 - strongly disagree","6","4","","4","5","4","4","6 - fully agree","4","5","5","2","4","2","5","3","5","4","","often","often","rarely","rarely","rarely","rarely","sometimes","sometimes","rarely","sometimes","rarely","sometimes","sometimes","rarely","rarely","sometimes","sometimes","","5","3","5","5","5","5","","5","6","6","6","5","6","3","","Sometimes AI is more empathetic than doctors (Chat GPT always tries to solve problems and listens closely)","It often gives wrong answers in the field of mathematics ","","2145.63","179.11","","","","","","","","","","","112.93","","","55.69","","","","70.76","","","1005.2","","","359.91","","","","","101.55","","","34.99","","","222.43","","","","3.06",""
"28","2025-05-09 12:46:56","10","en","1482699411","2025-05-09 12:36:25","2025-05-09 12:46:56","Male","","26","Student","","Computer Science","Full-time","Half-time","2","3","0","Mid-level","","2-5","","1 - Not at all","1 - Not at all","1 - Not at all","2","4","3","","5","4","4","6 - perfect ability","5","6 - perfect ability","6 - perfect ability","6 - perfect ability","6 - perfect ability","6 - perfect ability","4","5","6 - perfect ability","5","5","","Every day","Code Generation/Code Suggestions","3","6","1 - strongly disagree","2","3","5","7 - strongly agree","5","2","5","","6 - fully agree","6 - fully agree","2","5","4","3","2","3","5","5","5","4","5","4","4","","often","rarely","often","never","sometimes","rarely","sometimes","sometimes","never","rarely","never","never","never","never","never","never","never","","7 - extremely agree","5","6","5","7 - extremely agree","5","","7 - extremely agree","7 - extremely agree","7 - extremely agree","7 - extremely agree","7 - extremely agree","7 - extremely agree","4 - neither","","","","","635.26","154.09","","","","","","","","","","","129.79","","","64.83","","","","87.02","","","71.57","","","69.8","","","","","21.08","","","17.98","","","7.4","","","","11.7",""
"29","2025-05-09 16:52:22","10","en","907303925","2025-05-09 16:39:19","2025-05-09 16:52:22","Male","","27","Student","","Computer Science","Full-time","No","2","0","0","Mid-level","","1 (I work alone)","","1 - Not at all","1 - Not at all","1 - Not at all","1 - Not at all","5 - A great extent","3","","6 - perfect ability","2","1 - no ability","1 - no ability","1 - no ability","1 - no ability","4","4","4","4","3","2","5","5","5","","Once a month","Write introductions or texts about general topics","1 - strongly disagree","1 - strongly disagree","1 - strongly disagree","2","2","5","5","6","3","5","","5","1 - not agree at all","1 - not agree at all","3","4","3","2","6 - fully agree","5","5","5","4","3","3","4","","sometimes","never","sometimes","never","sometimes","sometimes","often","often","never","rarely","never","never","never","never","never","never","never","","4 - neither","4 - neither","4 - neither","4 - neither","4 - neither","4 - neither","","2","2","2","2","2","2","3","","Solve repetitive homework tasks. Write general essays, etc...","Cheating in an exam","","751.32","110.19","","","","","","","","","","","93.27","","","58.73","","","","52.4","","","138.32","","","124.01","","","","","39.35","","","18.37","","","109.51","","","","7.17",""
"30","","4","en","190549559","2025-05-10 10:04:14","2025-05-10 10:11:09","Female","","24","Employee","","Aeronautics","No","Full-time","0","0","4","Entry-level","","6-10","","1 - Not at all","1 - Not at all","1 - Not at all","1 - Not at all","3","2","","6 - perfect ability","5","4","4","4","4","6 - perfect ability","6 - perfect ability","4","4","3","4","4","4","4","","Multiple times a week","ChatGPT","3","2","1 - strongly disagree","3","4","4","4","5","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","237.41","75.19","","","","","","","","","","","71.71","","","30.98","","","","59.53","","","","","","","","","","","","","","","","","","","","","",""
"31","2025-05-10 15:17:22","10","en","1742074059","2025-05-10 15:01:33","2025-05-10 15:17:22","Male","","28","Employee","","Consulting (M&A)","No","Full-time","1","0","8","Entry-level","","2-5","","2","2","3","3","3","3","","5","5","5","5","5","5","4","4","5","5","4","4","4","4","6 - perfect ability","","Multiple times a day","Improve writing, translation, gather ideas, learn about new topics/concepts do work, privately for recipes and medicines ","5","3","3","4","3","5","3","3","4","4","","6 - fully agree","6 - fully agree","6 - fully agree","5","6 - fully agree","5","5","5","6 - fully agree","4","5","5","5","6 - fully agree","6 - fully agree","","sometimes","sometimes","often","rarely","sometimes","often","often","often","sometimes","sometimes","rarely","rarely","often","rarely","sometimes","sometimes","often","","6","6","5","5","5","6","","7 - extremely agree","7 - extremely agree","7 - extremely agree","7 - extremely agree","7 - extremely agree","7 - extremely agree","4 - neither","","Solve repetitive tasks with long lists fast and reliable","AI making up information when creativity level in the parameter settings is set to high","","950.66","204.94","","","","","","","","","","","110.17","","","81.6","","","","73.52","","","167.33","","","173.02","","","","","29.72","","","27.2","","","77.95","","","","5.21",""
"32","","","en","1130309950","2025-05-10 18:10:43","2025-05-10 18:10:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33","","","en","50366016","2025-05-10 18:18:06","2025-05-10 18:18:06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34","","","en","2022447702","2025-05-10 18:20:11","2025-05-10 18:20:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35","","","en","1853162835","2025-05-10 19:19:25","2025-05-10 19:19:25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
